Title,Price,Neighbourhood,Image URL,Posting URL,Property Type,Size,Rooms
Vend appartement à Casablanca Finance Cit...,1 330 000 DH,"Casablanca Finance City à
	 					Casablanca",https://www.mubawab-media.com/ad/7/880/793F/m/WhatsApp%20Image%202024-03-13%20at%2010.14.45_70219957.jpeg,https://www.mubawab.ma/fr/pa/7880793/vend-appartement-%C3%A0-casablanca-finance-city,Appartement,"65
						m²",2 Pièces
Studio au RDC de 48m² et 22m² de cour en...,1 188 000 DH,"Riviera à
   						Casablanca",https://www.mubawab-media.com/ad/7/503/652F/m/Blue%20Skies%2011_31755669_31798605.jpg,https://www.mubawab.ma/fr/pa/7503652/studio-au-rdc-de-48m%C2%B2-et-22m%C2%B2-de-cour-en-vente-blue-skies,Appartement,"57
						m²",2 Pièces
Appartement de 97m2 en vente avec place d...,1 100 000 DH,"Belvédère à
   						Casablanca",https://www.mubawab-media.com/ad/7/714/847F/m/IMG_4096-HDR_49043806.jpg,https://www.mubawab.ma/fr/pa/7714847/appartement-de-97m2-en-vente-avec-place-de-parking-de-13m2,Appartement,"89
						m²",5 Pièces
Appartement 134m² en vente avec en plus p...,1 650 000 DH,"Belvédère à
   						Casablanca",https://www.mubawab-media.com/ad/7/459/684F/m/D66D91EC-268A-4543-94F3-581C6FB63BF3_35559089.jpeg,https://www.mubawab.ma/fr/pa/7459684/appartement-134m%C2%B2-en-vente-avec-en-plus-place-parking-titr%C3%A9e-de-14m%C2%B2-chraibi-immobilier,Appartement,"148
						m²",4 Pièces
Appartement de 107m² en vente place de pa...,1 330 000 DH,"Belvédère à
   						Casablanca",https://www.mubawab-media.com/ad/7/459/664F/m/IMG_2303_35699285.jpg,https://www.mubawab.ma/fr/pa/7459664/appartement-de-107m%C2%B2-en-vente-place-de-parking-titr%C3%A9e-de-13m%C2%B2-chraibi-immobilier,Appartement,"107
						m²",4 Pièces
Appartement de 120m² en vente avec place...,1 470 000 DH,"Belvédère à
   						Casablanca",https://www.mubawab-media.com/ad/7/459/694F/m/IMG_2302_35221553.jpg,https://www.mubawab.ma/fr/pa/7459694/appartement-de-120m%C2%B2-en-vente-avec-place-de-parking-titr%C3%A9e-de-12m%C2%B2-chraibi-immobilier,Appartement,"120
						m²",5 Pièces
Appartement 93 m² 3 chambres Ain Sbaa Cas...,972 000 DH,"Aïn Sebaâ à
   						Casablanca",https://www.mubawab-media.com/ad/7/857/669F/m/2_6060696_66925875.jpg,https://www.mubawab.ma/fr/pa/7857669/appartement-93-m%C2%B2-3-chambres-ain-sbaa-casablanca-%C3%A0-vendre,Appartement,"81
						m²",4 Pièces
"Appartement de 50 m² en vente, Résidence...",250 000 DH,"Bernoussi à
   						Casablanca",https://www.mubawab-media.com/ad/7/589/615F/m/662A2094_35220082_35221305_36195906.jpg,https://www.mubawab.ma/fr/pa/7589615/appartement-de-50-m%C2%B2-en-vente-r%C3%A9sidence-jnan-sbil,Appartement,"50
						m²",3 Pièces
"Appartement de 108m² en vente, place de p...",1 370 000 DH,"Belvédère à
   						Casablanca",https://www.mubawab-media.com/ad/7/599/033F/m/IMG_2370-HDR_25960282_25962948_25963851_37101040.jpg,https://www.mubawab.ma/fr/pa/7599033/appartement-de-108m%C2%B2-en-vente-place-de-parking-titr%C3%A9e-13m%C2%B2-chraibi-immobilier,Appartement,"108
						m²",5 Pièces
Appartement de 100m² en vente avec place...,1 130 000 DH,"Belvédère à
   						Casablanca",https://www.mubawab-media.com/ad/7/713/405F/m/IMG_2344-HDR_48865423.jpg,https://www.mubawab.ma/fr/pa/7713405/appartement-de-100m%C2%B2-en-vente-avec-place-de-parking-titr%C3%A9e,Appartement,"100
						m²",4 Pièces
Vend appartement à Les princesses. 1 cham...,990 000 DH,"Les princesses à
   						Casablanca",https://www.mubawab-media.com/ad/7/930/486F/m/photo_0_76567253.jpg,https://www.mubawab.ma/fr/a/7930486/vend-appartement-%C3%A0-les-princesses-1-chambre-double-vitrage-et-porte-blind%C3%A9e,Appartement,"42
						m²",1 Pièce
Appartement de 124m2 en vente avec place...,1 480 000 DH,"Belvédère à
   						Casablanca",https://www.mubawab-media.com/ad/7/713/775F/m/DSC00657_48885095.jpg,https://www.mubawab.ma/fr/pa/7713775/appartement-de-124m2-en-vente-avec-place-de-parking,Appartement,"124
						m²",5 Pièces
Appartement 148m² dont 23 m² de Balcon en...,1 650 000 DH,"Belvédère à
   						Casablanca",https://www.mubawab-media.com/ad/7/459/743F/m/5FAF4817-CBD0-4BE4-B5B5-CF33CF09AE7F_35526496.jpeg,https://www.mubawab.ma/fr/pa/7459743/appartement-148m%C2%B2-dont-23-m%C2%B2-de-balcon-en-vente-avec-place-de-parking-titr%C3%A9e-de-16m%C2%B2-chraibi-immobilier,Appartement,"148
						m²",5 Pièces
Appartement de 135m² en vente avec place...,1 650 000 DH,"Belvédère à
   						Casablanca",https://www.mubawab-media.com/ad/7/459/665F/m/IMG_2465_25960291_25963042.jpg,https://www.mubawab.ma/fr/pa/7459665/appartement-de-135m%C2%B2-en-vente-avec-place-de-parking-titr%C3%A9e-de-12m%C2%B2-chraibi-immobilier,Appartement,"134
						m²",4 Pièces
Appartement 89 m² avec terrasse,770 000 DH,"Aïn Sebaâ à
   						Casablanca",https://www.mubawab-media.com/ad/7/947/351F/m/1000155943_77901474.jpg,https://www.mubawab.ma/fr/a/7947351/appartement-89-m%C2%B2-avec-terrasse,Appartement,"89
						m²",2 Pièces
Appartement de 101m² en vente avec place...,1 160 000 DH,"Belvédère à
   						Casablanca",https://www.mubawab-media.com/ad/7/461/580F/m/IMG_2409-HDR_25960288_25963034_26162628.jpg,https://www.mubawab.ma/fr/pa/7461580/appartement-de-101m%C2%B2-en-vente-avec-place-de-parking-titr%C3%A9e-de-13m%C2%B2-chraibi-immobilier,Appartement,"101
						m²",5 Pièces
Appartement terrasse 170m à Vendre a Quar...,3 500 000 DH,"Racine à
   					Casablanca",https://www.mubawab-media.com/ad/7/846/211F/m/IMG-20240220-WA0121_68576766.jpg,https://www.mubawab.ma/fr/a/7846211/appartement-terrasse-170m-%C3%A0-vendre-a-quartier-racine,Appartement,"170
						m²",4 Pièces
Pour l'investissement Studio 50m a Vendre...,990 000 DH,"Bourgogne Ouest à
   					Casablanca",https://www.mubawab-media.com/ad/7/894/254F/m/IMG-20240517-WA0068_75396017.jpg,https://www.mubawab.ma/fr/a/7894254/pour-l-investissement-studio-50m-a-vendre-a-bourgogne-ouest,Appartement,"50
						m²",2 Pièces
"Appartement de 50 m² en vente, Résidence...",250 000 DH,"Bernoussi à
   					Casablanca",https://www.mubawab-media.com/ad/7/589/609F/m/662A2123_35220078_35221299_35291888_36195805.jpg,https://www.mubawab.ma/fr/pa/7589609/appartement-de-50-m%C2%B2-en-vente-r%C3%A9sidence-jnan-sbil,Appartement,"50
						m²",3 Pièces
Un bel appartement à vendre à bourgone,1 450 000 DH,"Bourgogne Ouest à
   					Casablanca",https://www.mubawab-media.com/ad/7/893/912F/m/WhatsApp%20Image%202024-04-08%20at%2009.39.19%20%282%29_72439657.jpeg,https://www.mubawab.ma/fr/a/7893912/un-bel-appartement-%C3%A0-vendre-%C3%A0-bourgone,Appartement,"110
						m²",5 Pièces
Rare sud calme,7 000 000 DH,"Ain Diab à
   					Casablanca",https://www.mubawab-media.com/ad/7/945/921F/m/Design-sans-titre-2024-05-31T150436.731-1_77809391.png,https://www.mubawab.ma/fr/a/7945921/rare-sud-calme,Villa,"410
						m²",4 Chambres
Dernier etage sans aucun vis a vis,2 350 000 DH,"Les Hôpitaux à
   					Casablanca",https://www.mubawab-media.com/ad/7/915/276F/m/WhatsApp-Image-2024-05-14-at-11.46.27_75281637.jpeg,https://www.mubawab.ma/fr/a/7915276/dernier-etage-sans-aucun-vis-a-vis,Appartement,"153
						m²",2 Pièces
Studio Haut standing sur 2 Mars,908 000 DH,"Les Hôpitaux à
   					Casablanca",https://www.mubawab-media.com/ad/7/947/855F/m/WhatsApp%20Image%202023-12-04%20%C3%A0%2014.18.30_e23b71d9_77944718.jpg,https://www.mubawab.ma/fr/a/7947855/studio-haut-standing-sur-2-mars,Appartement,"43
						m²",2 Pièces
Superbe appartement à vendre à Hay Mohamm...,1 090 000 DH,"Hay Mohammadi à
   					Casablanca",https://www.mubawab-media.com/ad/7/884/111F/m/MEK_0309_70759353_70759485.JPG,https://www.mubawab.ma/fr/pa/7884111/superbe-appartement-%C3%A0-vendre-%C3%A0-hay-mohammadie-3-chambres,,"100
						m²",4 Pièces
Vend appartement à Ferme Bretonne Hay Arr...,1 650 000 DH,"Ferme Bretonne (Hay Arraha) à
   					Casablanca",https://www.mubawab-media.com/ad/7/915/105F/m/photo_00_75268624.jpeg,https://www.mubawab.ma/fr/a/7915105/vend-appartement-%C3%A0-ferme-bretonne-hay-arraha-4-pi%C3%A8ces-confortables-salon-traditionnel-antenne-parabolique-g%C3%A9n%C3%A9rale,Appartement,"93
						m²",4 Pièces
Appartement 290m. A vendre a quartier gau...,4 500 000 DH,"Gauthier à
   					Casablanca",https://www.mubawab-media.com/ad/7/922/481F/m/IMG-20240523-WA0058%281%29_75789938.jpg,https://www.mubawab.ma/fr/a/7922481/appartement-290m-a-vendre-a-quartier-gautier,Appartement,"290
						m²",6 Pièces
Vend appartement à Casablanca Finance Cit...,1 330 000 DH,"Casablanca Finance City à
	 					Casablanca",https://www.mubawab-media.com/ad/7/880/793F/m/WhatsApp%20Image%202024-03-13%20at%2010.14.45_70219957.jpeg,https://www.mubawab.ma/fr/pa/7880793/vend-appartement-%C3%A0-casablanca-finance-city,Appartement,"65
						m²",2 Pièces
Vend appartement à Casablanca Finance Cit...,1 400 000 DH,"Casablanca Finance City à
	 					Casablanca",https://www.mubawab-media.com/ad/7/880/792F/m/WhatsApp%20Image%202024-03-13%20at%2010.40.10_70219958.jpeg,https://www.mubawab.ma/fr/pa/7880792/vend-appartement-%C3%A0-casablanca-finance-city,Appartement,"56
						m²",2 Pièces
Vente appartement à Casablanca Finance Ci...,1 400 000 DH,"Casablanca Finance City à
	 					Casablanca",https://www.mubawab-media.com/ad/7/880/785F/m/WhatsApp%20Image%202024-03-13%20at%2010.40.10_70219692.jpeg,https://www.mubawab.ma/fr/pa/7880785/vente-appartement-%C3%A0-casablanca-finance-city,Appartement,"56
						m²",2 Pièces
Appartement à l'achat à Casablanca Financ...,1 330 000 DH,"Casablanca Finance City à
	 					Casablanca",https://www.mubawab-media.com/ad/7/856/287F/m/WhatsApp%20Image%202024-03-13%20at%2010.14.45_70219613.jpeg,https://www.mubawab.ma/fr/pa/7856287/appartement-%C3%A0-l-achat-%C3%A0-casablanca-finance-city-surface-totale-65-m%C2%B2,Appartement,"65
						m²",2 Pièces
Vente d'un bel appartement à Casablanca F...,1 460 000 DH,"Casablanca Finance City à
	 					Casablanca",https://www.mubawab-media.com/ad/7/856/286F/m/WhatsApp%20Image%202024-03-13%20at%2010.40.09_70219624.jpeg,https://www.mubawab.ma/fr/pa/7856286/vente-d-un-bel-appartement-%C3%A0-casablanca-finance-city,Appartement,"65
						m²",2 Pièces
Bel appartement à vendre à Casablanca Fin...,1 660 000 DH,"Casablanca Finance City à
	 					Casablanca",https://www.mubawab-media.com/ad/7/856/285F/m/WhatsApp%20Image%202024-03-13%20at%2010.40.09%20%281%29_70219633.jpeg,https://www.mubawab.ma/fr/pa/7856285/bel-appartement-%C3%A0-vendre-%C3%A0-casablanca-finance-city-superficie-86-m%C2%B2,Appartement,"86
						m²",2 Pièces
Appartement en vente à Casablanca Finance...,1 700 000 DH,"Casablanca Finance City à
	 					Casablanca",https://www.mubawab-media.com/ad/7/856/284F/m/WhatsApp%20Image%202024-03-13%20at%2010.40.09%20%282%29_70219634.jpeg,https://www.mubawab.ma/fr/pa/7856284/appartement-en-vente-%C3%A0-casablanca-finance-city,Appartement,"95
						m²",2 Pièces
"Appartement de 50 m² en vente, Résidence...",250 000 DH,"Bernoussi à
	 					Casablanca",https://www.mubawab-media.com/ad/7/589/605F/m/662A2123_35220078_35221299_35291773_36195769.jpg,https://www.mubawab.ma/fr/pa/7589605/appartement-de-50-m%C2%B2-en-vente-r%C3%A9sidence-jnan-sbil,Appartement,"50
						m²",3 Pièces
Appartement de 115m² en vente avec place...,1 550 000 DH,"Belvédère à
   						Casablanca",https://www.mubawab-media.com/ad/7/461/579F/m/DSC00655%20-%20Copie_36877396.jpg,https://www.mubawab.ma/fr/pa/7461579/appartement-de-115m%C2%B2-en-vente-avec-place-de-parking-titr%C3%A9e-de-13m%C2%B2-chraibi-immobilier,Appartement,"118
						m²",5 Pièces
"Appartement 84m² en vente, Résidence Al B...",700 000 DH,"Al Azhar à
   						Casablanca",https://www.mubawab-media.com/ad/7/623/668F/m/IMG_4229-HDR_39836990_39886971_39887080_39887232_39887296_39887509_39887910_39888040.jpg,https://www.mubawab.ma/fr/pa/7623668/appartement-84m%C2%B2-en-vente-r%C3%A9sidence-al-badr,Appartement,"84
						m²",3 Pièces
Appartement de 163m2 au quartier des hôpi...,2 100 000 DH,"Les Hôpitaux à
   						Casablanca",https://www.mubawab-media.com/ad/7/731/474F/m/IMG_4552_51129327.jpeg,https://www.mubawab.ma/fr/a/7731474/appartement-de-163m2-au-quartier-des-h%C3%B4pitaux,Appartement,"163
						m²",4 Pièces
Appartement à vendre 104 m² à Casablanca,1 900 000 DH,"Oasis à
   						Casablanca",https://www.mubawab-media.com/ad/7/916/225F/m/WhatsApp%20Image%202024-05-10%20at%2016.31.28%20%284%29_75349149.jpeg,https://www.mubawab.ma/fr/a/7916225/appartement-%C3%A0-vendre-104-m%C2%B2-%C3%A0-casablanca,Appartement,"104
						m²",3 Pièces
Bel appartement de 244m2 au quartier Raci...,3 500 000 DH,"Racine à
   						Casablanca",https://www.mubawab-media.com/ad/7/916/064F/m/WhatsApp%20Image%202024-05-13%20at%2012.36.53_75338941.jpeg,https://www.mubawab.ma/fr/a/7916064/bel-appartement-de-244m2-au-quartier-racine,Appartement,"244
						m²",5 Pièces
Magnifique appartement de 112m2 au Quarti...,1 860 000 DH,"Oasis à
   						Casablanca",https://www.mubawab-media.com/ad/7/873/030F/m/WhatsApp%20Image%202024-06-06%20at%2016.22.01_76400374.jpeg,https://www.mubawab.ma/fr/a/7873030/magnifique-appartement-de-112m2-au-quartier-oasis,Appartement,"112
						m²",3 Pièces
Somptueuse villa moderne à vendre à Anfa...,45 000 000 DH,"Anfa Supérieur à
   						Casablanca",https://www.mubawab-media.com/ad/7/914/411F/m/photo_0_75521803.jpeg,https://www.mubawab.ma/fr/a/7914411/somptueuse-villa-moderne-%C3%A0-vendre-%C3%A0-anfa-sup%C3%A9rieur-2000-m%C2%B2,Villa,"2000
						m²",8 Pièces
Appartement de 37m² et 11m² de parking,570 000 DH,"Roches Noires à
   						Casablanca",https://www.mubawab-media.com/ad/7/926/259F/m/WhatsApp%20Image%202024-05-30%20at%2014.38.45_76105719_76105769.jpeg,https://www.mubawab.ma/fr/pa/7926259/appartement-de-37m%C2%B2-et-11m%C2%B2-de-parking,Appartement,"37
						m²",2 Pièces
A vendre Appt 160m2 Gauthier,2 700 000 DH,"Gauthier à
   						Casablanca",https://www.mubawab-media.com/ad/7/925/588F/m/IMG-20240529-WA0020_76057867.jpg,https://www.mubawab.ma/fr/a/7925588/a-vendre-appt-160m2-gauthier,Appartement,"160
						m²",3 Pièces
Appartement à l'achat à Hay Mohammadie. 3...,1 024 600 DH,"Hay Mohammadi à
   						Casablanca",https://www.mubawab-media.com/ad/7/884/106F/m/MEK_0354_70759338_70759552.JPG,https://www.mubawab.ma/fr/pa/7884106/appartement-%C3%A0-l-achat-%C3%A0-hay-mohammadie-3-belles-chambres,Appartement,"94
						m²",4 Pièces
Villa Coup de cœur Californie,9 500 000 DH,"Californie à
   						Casablanca",https://www.mubawab-media.com/ad/7/851/841F/m/PISCINE_66090325.jpeg,https://www.mubawab.ma/fr/a/7851841/villa-coup-de-c%C5%93ur-californie,Villa,"600
						m²",8 Pièces
"Appartement de 50 m² en vente, Résidence...",250 000 DH,"Bernoussi à
   						Casablanca",https://www.mubawab-media.com/ad/7/589/607F/m/662A2078_35220070_35221287_36195774.jpg,https://www.mubawab.ma/fr/pa/7589607/appartement-de-50-m%C2%B2-en-vente-r%C3%A9sidence-jnan-sbil,Appartement,"50
						m²",3 Pièces
"Apartement de 72m² en vente, Résidence El...",670 000 DH,"Bernoussi à
   						Casablanca",https://www.mubawab-media.com/ad/7/276/877F/m/IMG_1383-HDR_13480156_13507283.jpg,https://www.mubawab.ma/fr/pa/7276877/apartement-de-72m%C2%B2-en-vente-r%C3%A9sidence-el-yassamine,Appartement,"72
						m²",3 Pièces
Appartement à vendre Gautier,3 700 000 DH,"Gauthier à
   						Casablanca",https://www.mubawab-media.com/ad/7/941/290F/m/photo_00_77422583.jpg,https://www.mubawab.ma/fr/a/7941290/appartement-%C3%A0-vendre-gautier,Appartement,"173
						m²",3 Pièces
3 chambres à vendre à Racine,3 900 000 DH,"Racine à
   						Casablanca",https://www.mubawab-media.com/ad/7/867/640F/m/WhatsApp%20Image%202024-02-15%20%C3%A0%2015.06.49_e0191396_76636346.jpg,https://www.mubawab.ma/fr/a/7867640/3-chambres-%C3%A0-vendre-%C3%A0-racine,Appartement,"198
						m²",5 Pièces
A l’hermitage haut standing à 14000 DH le...,1 140 000 DH,"Tantonville à
   					Casablanca",https://www.mubawab-media.com/ad/7/788/045F/m/AA1%20%282%29_57507774.JPG,https://www.mubawab.ma/fr/a/7788045/a-l%E2%80%99hermitage-haut-standing-%C3%A0-14000-dh-le-m%C2%B2,Appartement,"82
						m²",3 Pièces
"Appartement 134m² Anfa Ziraoui 2,55MDH",2 550 000 DH,"Anfa à
   					Casablanca",https://www.mubawab-media.com/ad/7/944/633F/m/ds2_77676385.jpg,https://www.mubawab.ma/fr/a/7944633/appartement-134m%C2%B2-anfa-ziraoui-2-55mdh,Appartement,"134
						m²",3 Pièces
Appartement à l'achat à Hay Mohammadie. S...,1 057 300 DH,"Hay Mohammadi à
   					Casablanca",https://www.mubawab-media.com/ad/7/884/109F/m/MEK_0292_70759337_70759434.JPG,https://www.mubawab.ma/fr/pa/7884109/appartement-%C3%A0-l-achat-%C3%A0-hay-mohammadie-surface-de-97-m%C2%B2,,"97
						m²",4 Pièces
Appartement terrasse 138m² Maarif Extenti...,1 900 000 DH,"Maârif Extension à
   					Casablanca",https://www.mubawab-media.com/ad/7/644/399F/m/TEM3_41766422.jpg,https://www.mubawab.ma/fr/a/7644399/appartement-terrasse-138m%C2%B2-maarif-extention-1-9-m,Appartement,"138
						m²",4 Pièces
Appartement 86m² Bourgogne,900 000 DH,"Bourgogne Ouest à
   					Casablanca",https://www.mubawab-media.com/ad/7/809/640F/m/KS1_60365687.jpg,https://www.mubawab.ma/fr/a/7809640/appartement-86m%C2%B2-bourgogne,Appartement,"86
						m²",3 Pièces
Majestueuse villa à vendre Californie,25 000 000 DH,"Californie à
   					Casablanca",https://www.mubawab-media.com/ad/7/471/003F/m/UN9876_63961803.png,https://www.mubawab.ma/fr/a/7471003/majestueuse-villa-%C3%A0-vendre-californie,Villa,"2000
						m²",8 Pièces
Appartement de luxe à vendre Racine,3 700 000 DH,"Racine à
   					Casablanca",https://www.mubawab-media.com/ad/7/885/251F/m/2_70929438.png,https://www.mubawab.ma/fr/a/7885251/appartement-de-luxe-%C3%A0-vendre-racine,Appartement,"203
						m²",6 Pièces
"Appartement 109m² Anfa Lyautey 1,10MDH",1 100 000 DH,"Anfa à
   					Casablanca",https://www.mubawab-media.com/ad/7/898/696F/m/DOP2_75387539.jpg,https://www.mubawab.ma/fr/a/7898696/appartement-109m%C2%B2-anfa-lyautey-1-10mdh,Appartement,"109
						m²",3 Pièces
Appartement À Vendre Racine,2 750 000 DH,"Racine à
   					Casablanca",https://www.mubawab-media.com/ad/7/923/181F/m/WhatsApp%20Image%202024-04-29%20at%2009.13.54%20%281%29_75889456.jpeg,https://www.mubawab.ma/fr/a/7923181/appartement-%C3%A0-vendre-racine,Appartement,"170
						m²",5 Pièces
Maison moderne en vente californie,6 000 000 DH,"Californie à
   					Casablanca",https://www.mubawab-media.com/ad/7/914/328F/m/WhatsApp%20Image%202024-05-13%20at%2015.56.54_75204944.jpeg,https://www.mubawab.ma/fr/a/7914328/maison-moderne-en-vente-californie,Maison,"250
						m²",5 Pièces
Maison de luxe à vendre à Florida,5 300 000 DH,"Sidi Maarouf à
	 					Casablanca",https://www.mubawab-media.com/ad/7/884/531F/m/WhatsApp%20Image%202024-03-19%20at%2016.29.21_70828724.jpeg,https://www.mubawab.ma/fr/a/7884531/maison-de-luxe-%C3%A0-vendre-%C3%A0-florida,Maison,"540
						m²",4 Pièces
Superbe appartement 3 chambres à val fleu...,2 370 000 DH,"Val Fleury à
	 					Casablanca",https://www.mubawab-media.com/ad/7/911/691F/m/WhatsApp%20Image%202024-05-08%20at%2017.26.20_74932169.jpeg,https://www.mubawab.ma/fr/a/7911691/superbe-appartement-3-chambres-%C3%A0-val-fleuri,Appartement,"160
						m²",3 Pièces
Villa de luxe à vendre à Californie,8 198 000 DH,"Californie à
	 					Casablanca",https://www.mubawab-media.com/ad/7/865/932F/m/WhatsApp%20Image%202024-02-15%20at%2016.01.54_68000641.jpeg,https://www.mubawab.ma/fr/a/7865932/villa-de-luxe-%C3%A0-vendre-%C3%A0-californie,Villa,"442
						m²",5 Pièces
Maison à vendre à islane de 107 m²,3 700 000 DH,"Nassim 2 à
	 					Casablanca",https://www.mubawab-media.com/ad/7/921/722F/m/4f0e6294-378d-4778-a1ed-0123dcc74982_77478982.jpg,https://www.mubawab.ma/fr/a/7921722/maison-%C3%A0-vendre-%C3%A0-islane-de-107-m%C2%B2,Maison,"107
						m²",4 Pièces
Superbe villa à vendre à Californie,5 100 000 DH,"Californie à
	 					Casablanca",https://www.mubawab-media.com/ad/7/923/049F/m/WhatsApp%20Image%202024-05-25%20at%2023.41.40%20%283%29_75944883.jpeg,https://www.mubawab.ma/fr/a/7923049/superbe-villa-%C3%A0-vendre-%C3%A0-californie,,"263
						m²",4 Pièces
Appartement 96 m² 3 chambres Ain Sbaa Cas...,1 176 000 DH,"Aïn Sebaâ à
	 					Casablanca",https://www.mubawab-media.com/ad/7/857/674F/m/2_6060696_66925955.jpg,https://www.mubawab.ma/fr/pa/7857674/appartement-96-m%C2%B2-3-chambres-ain-sbaa-casablanca-%C3%A0-vendre,Appartement,"96
						m²",4 Pièces
Appartement de 118m2 en vente avec place...,1 430 000 DH,"Belvédère à
	 					Casablanca",https://www.mubawab-media.com/ad/7/713/785F/m/IMG_3691_48886647.jpg,https://www.mubawab.ma/fr/pa/7713785/appartement-de-118m2-en-vente-avec-place-de-parking-de-13m2,Appartement,"118
						m²",5 Pièces
Appartement de 119m2 en vente avec place...,1 520 000 DH,"Belvédère à
	 					Casablanca",https://www.mubawab-media.com/ad/7/713/801F/m/IMG_2340-HDR_48888505.jpg,https://www.mubawab.ma/fr/pa/7713801/appartement-de-119m2-en-vente-avec-place-de-parking,Appartement,"119
						m²",5 Pièces
Studio neuf à vendre sans vis a vis,1 800 000 DH,"Bourgogne Ouest à
   						Casablanca",https://www.mubawab-media.com/ad/7/772/122F/m/20230922_200036_62303976.jpg,https://www.mubawab.ma/fr/a/7772122/studio-neuf-%C3%A0-vendre-sans-vis-a-vis,Appartement,"53
						m²",2 Pièces
A saisir Appartement 2 chambres à vendre,1 700 000 DH,"Bourgogne Ouest à
   						Casablanca",https://www.mubawab-media.com/ad/7/568/256F/m/20220728_160304_33943063.jpg,https://www.mubawab.ma/fr/a/7568256/a-saisir-appartement-2-chambres-%C3%A0-vendre,Appartement,"88
						m²",3 Pièces
"Exceptionnel, appartement refait à neuf a...",3 700 000 DH,"CIL (Hay Salam) à
   						Casablanca",https://www.mubawab-media.com/ad/7/806/019F/m/20231017_181335_59832293.jpg,https://www.mubawab.ma/fr/a/7806019/exceptionnel-appartement-refait-%C3%A0-neuf-au-cil,Appartement,"180
						m²",5 Pièces
Vente d'un bel appartement meublé à Val F...,1 090 000 DH,"Val Fleury à
   						Casablanca",https://www.mubawab-media.com/ad/7/943/378F/m/photo_0_77568493.jpeg,https://www.mubawab.ma/fr/a/7943378/vente-d-un-bel-appartement-meubl%C3%A9-%C3%A0-val-fleury-1-belle-chambre-meubl%C3%A9,Appartement,"51
						m²",2 Pièces
Top Studio Terrasse à Vendre a Cfc Étage...,1 920 000 DH,"Casablanca Finance City à
   						Casablanca",https://www.mubawab-media.com/ad/7/921/283F/m/IMG-20240425-WA0181_75665751.jpg,https://www.mubawab.ma/fr/a/7921283/top-studio-terrasse-%C3%A0-vendre-a-cfc-%C3%A9tage-%C3%A9lev%C3%A9,Appartement,"96
						m²",2 Pièces
"Appartement 81m² en vente, Résidence Al B...",710 000 DH,"Al Azhar à
   						Casablanca",https://www.mubawab-media.com/ad/7/623/664F/m/5dfcf312655e321153123207_albadr-cover_39802700_39802717_39886937_39887052_39887182_39887314_39887527.jpeg,https://www.mubawab.ma/fr/pa/7623664/appartement-81m%C2%B2-en-vente-r%C3%A9sidence-al-badr,Appartement,"81
						m²",3 Pièces
Vend appartement à Hay Mohammadie. Surfac...,1 024 600 DH,"Hay Mohammadi à
   						Casablanca",https://www.mubawab-media.com/ad/7/884/105F/m/MEK_0341_70759346_70759393.JPG,https://www.mubawab.ma/fr/pa/7884105/vend-appartement-%C3%A0-hay-mohammadie-surface-de-94-m%C2%B2,Appartement,"94
						m²",4 Pièces
Splendide Appartement moderne 166 m2 au c...,2 880 000 DH,"Racine à
   						Casablanca",https://www.mubawab-media.com/ad/7/851/205F/m/photo_0_66010949.jpg,https://www.mubawab.ma/fr/a/7851205/splendide-appartement-moderne-166-m2-au-coeur-de-racine,Appartement,"166
						m²",4 Pièces
Exceptionnel triplex 577 m2 dernier étage...,6 800 000 DH,"Anfa à
   						Casablanca",https://www.mubawab-media.com/ad/7/805/229F/m/photo_00_59725431.jpg,https://www.mubawab.ma/fr/a/7805229/exceptionnel-triplex-577-m2-dernier-%C3%A9tage-avec-rooftop,Appartement,"577
						m²",5 Pièces
A la vente superb studio meublé avec cont...,1 090 000 DH,"Ain Diab à
   						Casablanca",https://www.mubawab-media.com/ad/7/285/217F/m/photo_00_70132826.jpg,https://www.mubawab.ma/fr/a/7285217/a-la-vente-superb-studio-meubl%C3%A9-avec-contrat-de-bail-sign%C3%A9,Appartement,"59
						m²",2 Pièces
Studio De Luxe Ideal Pour Investissement...,1 248 000 DH,"Les princesses à
   						Casablanca",https://www.mubawab-media.com/ad/7/701/301F/m/photo_0_47598598.jpg,https://www.mubawab.ma/fr/a/7701301/studio-de-luxe-ideal-pour-investissement-locatif,Appartement,"57
						m²",2 Pièces
Sublime appartement avec terrasse 3 façad...,2 000 000 DH,"Les princesses à
   						Casablanca",https://www.mubawab-media.com/ad/7/946/522F/m/photo_00_77845537.jpg,https://www.mubawab.ma/fr/a/7946522/sublime-appartement-avec-terrasse-3-fa%C3%A7ades,Appartement,"120
						m²",3 Pièces
"Apartement de 95m² en vente, Résidence El...",885 000 DH,"Bernoussi à
   						Casablanca",https://www.mubawab-media.com/ad/7/276/872F/m/IMG_1332_13480152_13507129.jpg,https://www.mubawab.ma/fr/pa/7276872/apartement-de-95m%C2%B2-en-vente-r%C3%A9sidence-el-yassamine,Appartement,"95
						m²",4 Pièces
