Title,Price,Neighbourhood,Image URL,Posting URL,Property Type,Size,Rooms
Apprt à Ain sebaa Res calme sécurisé,8 500 000 DH,"Aïn Sebaâ à
   					Casablanca",https://www.mubawab-media.com/ad/7/777/572F/m/20231012_175458_58215930.jpg,https://www.mubawab.ma/fr/a/7777572/apprt-%C3%A0-ain-sebaa-res-calme-s%C3%A9curis%C3%A9,Appartement,"96
						m²",1 Pièce
Appartement à vendre,900 000 DH,"Ain Chock à
   					Casablanca",https://www.mubawab-media.com/ad/7/791/600F/m/IMG_20230917_141548_57974238.jpg,https://www.mubawab.ma/fr/a/7791600/appartement-%C3%A0-vendre,Appartement,"90
						m²",6 Pièces
Très Joli Appartement de 132m² à Belvédèr...,1 100 000 DH,"Belvédère à
   					Casablanca",https://www.mubawab-media.com/ad/7/791/501F/m/bdb96269-2036-4475-9679-781d99a156e6_57973357.jpg,https://www.mubawab.ma/fr/a/7791501/tr%C3%A8s-joli-appartement-de-132m%C2%B2-%C3%A0-belv%C3%A9d%C3%A8re-a-ne-pas-rater,Appartement,"132
						m²",2 Pièces
Vend appartement à Bourgogne Ouest. 3 cha...,1 650 000 DH,"Bourgogne Ouest à
   					Casablanca",https://www.mubawab-media.com/assets/common/no-photo/m/no-photo.jpg,https://www.mubawab.ma/fr/a/7791474/vend-appartement-%C3%A0-bourgogne-ouest-3-chambres-agr%C3%A9ables,Appartement,"120
						m²",1 Pièce
Vend appartement à Bournazil. 4 chambres...,750 000 DH,"Bournazil à
   					Casablanca",https://www.mubawab-media.com/ad/7/790/926F/m/VideoCapture_20231008-220447_57890224.jpg,https://www.mubawab.ma/fr/a/7790926/vend-appartement-%C3%A0-bournazil-4-chambres-agr%C3%A9ables-terrasse-et-jardin-,Appartement,"76
						m²",4 Pièces
Duplex 4 chambres à ain sebaa,1 400 000 DH,"Beausite à
   					Casablanca",https://www.mubawab-media.com/ad/7/791/261F/m/photo_0_57941547.jpg,https://www.mubawab.ma/fr/a/7791261/duplex-4-chambres-%C3%A0-ain-sebaa,Appartement,"200
						m²",2 Pièces
Appartement à vendre Jnane Louz,320 000 DH,"Al Farah Dar Essalam à
   					Casablanca",https://www.mubawab-media.com/ad/7/791/021F/m/1696691461221_57896036.jpg,https://www.mubawab.ma/fr/a/7791021/appartement-%C3%A0-vendre-jnane-louz,Appartement,"55
						m²",3 Pièces
Magnifique appartement à vendre ain sebaa,880 000 DH,"Beausite à
   					Casablanca",https://www.mubawab-media.com/ad/7/778/036F/m/photo_0_56192365.jpg,https://www.mubawab.ma/fr/a/7778036/magnifique-appartement-%C3%A0-vendre-ain-sebaa,Appartement,"88
						m²",4 Pièces
Appartement à l'achat à Mers Sultan. 3 ch...,1 200 000 DH,"Mers Sultan à
   					Casablanca",https://www.mubawab-media.com/ad/7/790/917F/m/photo_0_57890141.jpg,https://www.mubawab.ma/fr/a/7790917/appartement-%C3%A0-l-achat-%C3%A0-mers-sultan-3-chambres-agr%C3%A9ables-bien-meubl%C3%A9,Appartement,"108
						m²",1 Pièce
Très bel appartement bijoux à vendre,950 000 DH,"Belvédère à
   					Casablanca",https://www.mubawab-media.com/ad/7/779/530F/m/WhatsApp%20Image%202023-09-19%20at%2021.26.10%20%282%29_56361020.jpeg,https://www.mubawab.ma/fr/a/7779530/tr%C3%A8s-bel-appartement-bijoux-%C3%A0-vendre,Appartement,"91
						m²",2 Pièces
Joli appartement de 101 M2 Casablanca,1 100 000 DH,"La Vilette à
   					Casablanca",https://www.mubawab-media.com/ad/7/790/868F/m/WhatsApp%20Image%202023-10-05%20at%2022.01.13%20%281%29_57889754.jpeg,https://www.mubawab.ma/fr/a/7790868/joli-appartement-de-101-m2-casablanca,Appartement,"101
						m²",3 Pièces
Appartement à vendre Maarif,1 849 000 DH,"Maârif Extension à
   					Casablanca",https://www.mubawab-media.com/ad/7/395/954F/m/photo_2_20365922.jpg,https://www.mubawab.ma/fr/a/7395954/appartement-%C3%A0-vendre-maarif,Appartement,"143
						m²",4 Pièces
Bel appartement à vendre à Sidi Moumen. 3...,450 000 DH,"Sidi Moumen à
   					Casablanca",https://www.mubawab-media.com/ad/7/790/761F/m/Screenshot_2023-10-08-14-37-05-257_com.google.android.apps.maps-edit_57876996.jpg,https://www.mubawab.ma/fr/a/7790761/bel-appartement-%C3%A0-vendre-%C3%A0-sidi-moumen-3-chambres-agr%C3%A9ables-syst%C3%A8me-de-parabole-et-salon-marocain-,Appartement,"56
						m²",2 Pièces
Vente d'un bel appartement à Les Hôpitaux...,140 000 000 DH,"Les Hôpitaux à
   					Casablanca",https://www.mubawab-media.com/ad/7/790/754F/m/photo_00_57876727.png,https://www.mubawab.ma/fr/a/7790754/vente-d-un-bel-appartement-%C3%A0-les-h%C3%B4pitaux-surface-de-109-m%C2%B2-bien-meubl%C3%A9-,Appartement,"109
						m²",4 Pièces
Vente d'un bel appartement à Hay Sadri. 3...,760 000 DH,"Hay Sadri à
   					Casablanca",https://www.mubawab-media.com/ad/7/790/685F/m/photo_00_57854079.jpg,https://www.mubawab.ma/fr/a/7790685/vente-d-un-bel-appartement-%C3%A0-hay-sadri-3-pi%C3%A8ces-confortables-syst%C3%A8me-de-parabole-et-r%C3%A9sidence-s%C3%A9curis%C3%A9e,Appartement,"104
						m²",3 Pièces
Vend appartement à Mandarona. 4 pièces. E...,1 250 000 DH,"Mandarona à
   					Casablanca",https://www.mubawab-media.com/ad/7/790/663F/m/photo_0_57840543.jpg,https://www.mubawab.ma/fr/a/7790663/vend-appartement-%C3%A0-mandarona-4-pi%C3%A8ces-espaces-verts-et-ascenseur-,Appartement,"80
						m²",4 Pièces
Splendide villa à vendre à Al Qods. 2 bel...,Prix à consulter,"Al Qods à
   					Casablanca",https://www.mubawab-media.com/ad/7/790/646F/m/photo_0_57829804.jpg,https://www.mubawab.ma/fr/a/7790646/splendide-villa-%C3%A0-vendre-%C3%A0-al-qods-2-belles-chambres-,Villa,"129
						m²",5 Pièces
Rare cil sans vis à vis,3 250 000 DH,"CIL (Hay Salam) à
   					Casablanca",https://www.mubawab-media.com/ad/7/790/637F/m/Capture%20d%E2%80%99e%CC%81cran%202022-09-20%20a%CC%80%2012.44.54_57825218.png,https://www.mubawab.ma/fr/a/7790637/rare-cil-sans-vis-%C3%A0-vis,Appartement,"144
						m²",5 Pièces
Vente d'un bel appartement à Hay Sadri. 3...,760 000 DH,"Hay Sadri à
   					Casablanca",https://www.mubawab-media.com/ad/7/790/685F/m/photo_00_57854079.jpg,https://www.mubawab.ma/fr/a/7790685/vente-d-un-bel-appartement-%C3%A0-hay-sadri-3-pi%C3%A8ces-confortables-syst%C3%A8me-de-parabole-et-r%C3%A9sidence-s%C3%A9curis%C3%A9e,Appartement,"104
						m²",3 Pièces
Vend appartement à Mandarona. 4 pièces. E...,1 250 000 DH,"Mandarona à
   					Casablanca",https://www.mubawab-media.com/ad/7/790/663F/m/photo_0_57840543.jpg,https://www.mubawab.ma/fr/a/7790663/vend-appartement-%C3%A0-mandarona-4-pi%C3%A8ces-espaces-verts-et-ascenseur-,Appartement,"80
						m²",4 Pièces
Splendide villa à vendre à Al Qods. 2 bel...,Prix à consulter,"Al Qods à
   					Casablanca",https://www.mubawab-media.com/ad/7/790/646F/m/photo_0_57829804.jpg,https://www.mubawab.ma/fr/a/7790646/splendide-villa-%C3%A0-vendre-%C3%A0-al-qods-2-belles-chambres-,Villa,"129
						m²",5 Pièces
Rare cil sans vis à vis,3 250 000 DH,"CIL (Hay Salam) à
   					Casablanca",https://www.mubawab-media.com/ad/7/790/637F/m/Capture%20d%E2%80%99e%CC%81cran%202022-09-20%20a%CC%80%2012.44.54_57825218.png,https://www.mubawab.ma/fr/a/7790637/rare-cil-sans-vis-%C3%A0-vis,Appartement,"144
						m²",5 Pièces
Appartement 76 M2 immeuble kyoto,850 000 DH,"Ain Chock à
   					Casablanca",https://www.mubawab-media.com/ad/7/790/636F/m/photo_00_57820902.jpg,https://www.mubawab.ma/fr/a/7790636/appartement-76-m2-immeuble-kyoto,Appartement,"76
						m²",1 Pièce
Superbe Appartement a bourgone de 154m,1 850 000 DH,"Bourgogne Ouest à
   					Casablanca",https://www.mubawab-media.com/ad/7/724/552F/m/889C9A57-6074-49B8-8CEC-F8CAB41E1465_50174850.jpeg,https://www.mubawab.ma/fr/a/7724552/superbe-appartement-a-bourgone-de-154m,Appartement,"154
						m²",1 Pièce
Appartement 2 chambres plus salon,440 000 DH,"Hay Rajaa à
   					Casablanca",https://www.mubawab-media.com/ad/7/790/573F/m/IMG-20230721-WA0023_57812793.jpg,https://www.mubawab.ma/fr/a/7790573/appartement-2-chambres-plus-salon,Appartement,"55
						m²",3 Pièces
Vend appartement à Sidi Moumen. Surface t...,400 000 DH,"Sidi Moumen à
   					Casablanca",https://www.mubawab-media.com/ad/7/790/437F/m/photo_00_57803841.png,https://www.mubawab.ma/fr/a/7790437/vend-appartement-%C3%A0-sidi-moumen-surface-totale-57-m%C2%B2-syst%C3%A8me-de-parabole-et-salon-marocain-,Appartement,"57
						m²",2 Pièces
Appartement beau séjour entièrement rénov...,1 700 000 DH,"Beauséjour à
   					Casablanca",https://www.mubawab-media.com/ad/7/790/374F/m/20191231_171404_Original_57794497.jpg,https://www.mubawab.ma/fr/a/7790374/appartement-beau-s%C3%A9jour-enti%C3%A8rement-r%C3%A9nov%C3%A9,Appartement,"148
						m²",5 Pièces
Appartement à vendre à Sidi Moumen. Surfa...,460 000 DH,"Sidi Moumen à
   					Casablanca",https://www.mubawab-media.com/ad/7/790/335F/m/Screenshot_20231007_131138_com.huawei.himovie.overseas%20%281%29_57789848.jpg,https://www.mubawab.ma/fr/a/7790335/appartement-%C3%A0-vendre-%C3%A0-sidi-moumen-surface-de-68-m%C2%B2-,Appartement,"68
						m²",3 Pièces
Appartement à l'achat à Bernoussi. 4 cham...,500 000 DH,"Bernoussi à
   					Casablanca",https://www.mubawab-media.com/ad/7/555/482F/m/IMG-20221005-WA0015_33265962.jpg,https://www.mubawab.ma/fr/a/7555482/appartement-%C3%A0-l-achat-%C3%A0-bernoussi-4-chambres-,Appartement,"98
						m²",4 Pièces
Villa duplex,1 650 000 DH,"Hay Hassani à
   					Casablanca",https://www.mubawab-media.com/ad/7/790/149F/m/received_1378566349211136_57735889.jpeg,https://www.mubawab.ma/fr/a/7790149/villa-duplex,Villa,"250
						m²",13 Pièces
"Appartement neuf a Boulevard daouha, Ain...",14 800 DH,"Hay Chrifa à
   					Casablanca",https://www.mubawab-media.com/ad/7/790/116F/m/photo_00_57735612.jpg,https://www.mubawab.ma/fr/a/7790116/appartement-neuf-a-boulevard-daouha-ain-chok,Appartement,"88
						m²",1 Pièce
Enorme opportunite: 2 villas pour le prix...,5 250 000 DH,"Nassim 2 à
   					Casablanca",https://www.mubawab-media.com/ad/7/777/121F/m/CHAMBRE%20PARENTALE%201_56105286.jpg,https://www.mubawab.ma/fr/a/7777121/enorme-opportunite-2-villas-pour-le-prix-de-1,Villa,"660
						m²",14 Pièces
Belle appartement au coeur de casablanca,1 000 000 DH,"Mers Sultan à
   					Casablanca",https://www.mubawab-media.com/ad/7/790/009F/m/WhatsApp%20Image%202023-10-05%20%C3%A0%2002.12.41_b8daa9cc_57734708.jpg,https://www.mubawab.ma/fr/a/7790009/belle-appartement-au-coeur-de-casablanca,Appartement,"88
						m²",2 Pièces
Terrain avec villa,5 250 000 DH,"Tantonville à
   					Casablanca",https://www.mubawab-media.com/ad/7/789/861F/m/20211102_141536%20%28Copy%29_57722086.jpg,https://www.mubawab.ma/fr/a/7789861/terrain-avec-villa,Villa,"468
						m²",7 Pièces
Appartement dans résidence fermée,1 100 000 DH,"La Gironde à
   					Casablanca",https://www.mubawab-media.com/ad/7/789/828F/m/31-918r1lup.1_11_57717742.jpg,https://www.mubawab.ma/fr/a/7789828/appartement-dans-r%C3%A9sidence-ferm%C3%A9e,Appartement,"92
						m²",2 Pièces
Appartement à vendre oulfa,480 000 DH,"Oulfa à
   					Casablanca",https://www.mubawab-media.com/ad/7/789/540F/m/20230104_183426_57665667.jpg,https://www.mubawab.ma/fr/a/7789540/appartement-%C3%A0-vendre-oulfa,Appartement,"63
						m²",1 Pièce
Bel appartement a maarif,1 050 000 DH,"Maârif à
   					Casablanca",https://www.mubawab-media.com/ad/7/249/874F/m/1566385749556%20%28FILEminimizer%29_12236656.jpg,https://www.mubawab.ma/fr/a/7249874/bel-appartement-a-maarif,Appartement,"92
						m²",3 Pièces
Villa commerciale,25 000 DH,"Ain Diab Extension à
   					Casablanca",https://www.mubawab-media.com/ad/7/789/488F/m/IMG-20230926-WA0105_57655685.jpg,https://www.mubawab.ma/fr/a/7789488/villa-commerciale,Villa,"700
						m²",5 Pièces
Villa à vendre à CIL environ Amoud,8 700 000 DH,"CIL (Hay Salam) à
   					Casablanca",https://www.mubawab-media.com/ad/7/789/472F/m/photo_0_57655460.jpg,https://www.mubawab.ma/fr/a/7789472/villa-%C3%A0-vendre-%C3%A0-cil-environ-amoud,Villa,"473
						m²",7 Pièces
Très bel investissement à Casablanca,1 150 000 DH,"La Gironde à
   					Casablanca",https://www.mubawab-media.com/ad/7/776/559F/m/photo_0_55959322.jpg,https://www.mubawab.ma/fr/a/7776559/tr%C3%A8s-bel-investissement-%C3%A0-casablanca,Appartement,"141
						m²",7 Pièces
Superbe appartement à vendre à Sidi Moume...,350 000 DH,"Sidi Moumen à
   					Casablanca",https://www.mubawab-media.com/ad/7/789/439F/m/IMG-20200815-WA0020_57655151.jpg,https://www.mubawab.ma/fr/a/7789439/superbe-appartement-%C3%A0-vendre-%C3%A0-sidi-moumen-superficie-54-m%C2%B2-prestation-de-conciergerie-,Appartement,"54
						m²",1 Pièce
Appartement à vendre à Anfa. 2 grandes pi...,500 000 DH,"Anfa à
   					Casablanca",https://www.mubawab-media.com/ad/7/789/440F/m/photo_00_57655153.jpg,https://www.mubawab.ma/fr/a/7789440/appartement-%C3%A0-vendre-%C3%A0-anfa-2-grandes-pi%C3%A8ces-syst%C3%A8me-de-parabole,Appartement,"43
						m²",2 Pièces
A vendre Appt moderne 80m2 2ch Bd Ziraoui,1 300 000 DH,"Moulay Youssef à
   					Casablanca",https://www.mubawab-media.com/ad/7/639/263F/m/IMG-20230205-WA0055_41290436.jpg,https://www.mubawab.ma/fr/a/7639263/a-vendre-appt-moderne-80m2-2ch-bd-ziraoui,Appartement,"80
						m²",3 Pièces
A vendre Appt 219m2 usage habitation/bure...,3 500 000 DH,"Racine à
   					Casablanca",https://www.mubawab-media.com/ad/7/494/205F/m/IMG-20220730-WA0013_28718292.jpg,https://www.mubawab.ma/fr/a/7494205/a-vendre-appt-219m2-usage-habitation-bureau-bd-massira,Appartement,"219
						m²",7 Pièces
Appartement a beausejour a vendre,1 300 000 DH,"Beauséjour à
   					Casablanca",https://www.mubawab-media.com/ad/7/789/230F/m/WhatsApp%20Image%202023-10-05%20at%2014.23.57_57645539.jpeg,https://www.mubawab.ma/fr/a/7789230/appartement-a-beausejour-a-vendre,Appartement,"136
						m²",5 Pièces
Appartement F3 de haut standing en vente,1 200 000 DH,"Hay Hassani à
   					Casablanca",https://www.mubawab-media.com/ad/7/788/619F/m/7eeb2acb-18f5-4d73-8ee8-d87dd95b43c1_57573273.jpeg,https://www.mubawab.ma/fr/a/7788619/appartement-f3-de-haut-standing-en-vente,Appartement,"75
						m²",3 Pièces
Vente d'appt de 50m² RDC à ALYASSAMINE HA...,340 000 DH,"Oulfa à
   					Casablanca",https://www.mubawab-media.com/ad/7/789/169F/m/7cb5cead-d489-407f-87f8-5a45cf81fbf2_57642694.jpg,https://www.mubawab.ma/fr/a/7789169/vente-d-appt-de-50m%C2%B2-rdc-%C3%A0-alyassamine-hay-oulfa,Appartement,"50
						m²",1 Pièce
Studio et locaux HS,32 000 DH,"Triangle d'Or à
   					Casablanca",https://www.mubawab-media.com/ad/7/789/155F/m/depositphotos_387398540-stock-photo-classic-style-corridor-green-walls_57642106.jpg,https://www.mubawab.ma/fr/a/7789155/studio-et-locaux-hs,Appartement,"39
						m²",1 Pièce
Vente d'un bel appartement à Sidi El Khad...,640 000 DH,"Sidi El Khadir à
   					Casablanca",https://www.mubawab-media.com/ad/7/789/060F/m/photo_00_57634562.jpg,https://www.mubawab.ma/fr/a/7789060/vente-d-un-bel-appartement-%C3%A0-sidi-el-khadir-1-pi%C3%A8ce-bien-meubl%C3%A9,Appartement,"84
						m²",1 Pièce
"Très Bel appartement à la vente, 169 m2...",2 760 000 DH,"Triangle d'Or à
   					Casablanca",https://www.mubawab-media.com/ad/7/087/585F/m/P1_41275506.jpg,https://www.mubawab.ma/fr/a/7087585/tr%C3%A8s-bel-appartement-%C3%A0-la-vente-169-m2-triangle-d-or,Appartement,"169
						m²",5 Pièces
Appartement bachkou taddart,1 200 000 DH,"Californie à
   					Casablanca",https://www.mubawab-media.com/ad/7/788/563F/m/A3_57572784.jpg,https://www.mubawab.ma/fr/a/7788563/appartement-bachkou-taddart,Appartement,"98
						m²",2 Pièces
Vente d'un bel appartement à Sidi El Khad...,640 000 DH,"Sidi El Khadir à
   					Casablanca",https://www.mubawab-media.com/ad/7/789/060F/m/photo_00_57634562.jpg,https://www.mubawab.ma/fr/a/7789060/vente-d-un-bel-appartement-%C3%A0-sidi-el-khadir-1-pi%C3%A8ce-bien-meubl%C3%A9,Appartement,"84
						m²",1 Pièce
"Très Bel appartement à la vente, 169 m2...",2 760 000 DH,"Triangle d'Or à
   					Casablanca",https://www.mubawab-media.com/ad/7/087/585F/m/P1_41275506.jpg,https://www.mubawab.ma/fr/a/7087585/tr%C3%A8s-bel-appartement-%C3%A0-la-vente-169-m2-triangle-d-or,Appartement,"169
						m²",5 Pièces
Appartement bachkou taddart,1 200 000 DH,"Californie à
   					Casablanca",https://www.mubawab-media.com/ad/7/788/563F/m/A3_57572784.jpg,https://www.mubawab.ma/fr/a/7788563/appartement-bachkou-taddart,Appartement,"98
						m²",2 Pièces
Appartement a vendre,360 000 DH,"Hay Hassani à
   					Casablanca",https://www.mubawab-media.com/ad/7/787/836F/m/AD-7366206.18.43_18124840_57565082.jpeg,https://www.mubawab.ma/fr/a/7787836/appartement-a-vendre,Appartement,"47
						m²",3 Pièces
Trouvez votre maison à acheter à Hay Alfa...,1 450 000 DH,"Hay Alfarah à
   					Casablanca",https://www.mubawab-media.com/ad/7/629/053F/m/photo_0_40302397.jpg,https://www.mubawab.ma/fr/a/7629053/trouvez-votre-maison-%C3%A0-acheter-%C3%A0-hay-alfarah-surface-totale-72-m%C2%B2,Maison,"72
						m²",2 Pièces
Magnifique Appartement Terrasse Résidence...,1 990 000 DH,"Maârif Extension à
   					Casablanca",https://www.mubawab-media.com/ad/7/788/355F/m/10086675373_57559038.jpg,https://www.mubawab.ma/fr/a/7788355/magnifique-appartement-terrasse-r%C3%A9sidence-masurel,Appartement,"114
						m²",3 Pièces
Appartement de 126 m2 à vendre,2 100 000 DH,"Californie à
   					Casablanca",https://www.mubawab-media.com/ad/7/788/339F/m/WhatsApp%20Image%202023-08-20%20at%2014.38.12_57550956.jpeg,https://www.mubawab.ma/fr/a/7788339/appartement-de-126-m2-%C3%A0-vendre,Appartement,"126
						m²",3 Pièces
Appartement à vendre à Al Qods. Surface d...,670 000 DH,"Al Qods à
   					Casablanca",https://www.mubawab-media.com/ad/7/788/275F/m/photo_0_57542879.jpg,https://www.mubawab.ma/fr/a/7788275/appartement-%C3%A0-vendre-%C3%A0-al-qods-surface-de-67-m%C2%B2-ascenseur-et-terrasse,Appartement,"67
						m²",3 Pièces
A vendre Appt 238m2 3ch Marina Casablanca,6 400 000 DH,"Casablanca Marina à
   					Casablanca",https://www.mubawab-media.com/ad/7/613/634F/m/20230114_095210_39608753.jpg,https://www.mubawab.ma/fr/a/7613634/a-vendre-appt-238m2-3ch-marina-casablanca,Appartement,"238
						m²",4 Pièces
Vend Duplex à Casablanca,2 750 000 DH,"Les Hôpitaux à
   					Casablanca",https://www.mubawab-media.com/ad/7/787/943F/m/image_57492750.jpg,https://www.mubawab.ma/fr/a/7787943/vend-duplex-%C3%A0-casablanca,Appartement,"196
						m²",3 Pièces
Appartement en vente à Belvédère. 4 pièce...,2 350 000 DH,"Californie à
   					Casablanca",https://www.mubawab-media.com/ad/7/787/880F/m/photo_00_57492210.jpg,https://www.mubawab.ma/fr/a/7787880/appartement-en-vente-%C3%A0-belv%C3%A9d%C3%A8re-4-pi%C3%A8ces-confortables-avec-ascenseur-et-terrasse,Appartement,"146
						m²",4 Pièces
"Investissement locatif, immeuble 3 appart...",3 100 000 DH,"Bernoussi à
   					Casablanca",https://www.mubawab-media.com/ad/7/763/710F/m/WhatsApp%20Image%202023-08-15%20at%2015.48.17%20%282%29_54422730.jpeg,https://www.mubawab.ma/fr/a/7763710/investissement-locatif-immeuble-3-appartements-commerce,Maison,"300
						m²",13 Pièces
Bel appartement à roche noir,1 100 000 DH,"Roches Noires à
   					Casablanca",https://www.mubawab-media.com/ad/7/787/825F/m/1b06d7e2-3265-4082-8ae2-6b78f4354701_57491599.jpeg,https://www.mubawab.ma/fr/a/7787825/bel-appartement-%C3%A0-roche-noir,Appartement,"87
						m²",5 Pièces
Vend appartement 125m près Louis Massigno...,2 500 000 DH,"Anfa à
   					Casablanca",https://www.mubawab-media.com/ad/7/787/811F/m/BEBFA404-3307-4F85-8E10-242E1EADA6AF_57491628.jpeg,https://www.mubawab.ma/fr/a/7787811/vend-appartement-125m-pr%C3%A8s-louis-massignon-anfa,Appartement,"125
						m²",4 Pièces
Immeuble de 3 étages avec deux magasin 14...,8 000 000 DH,"Maârif à
   					Casablanca",https://www.mubawab-media.com/ad/7/787/743F/m/Screenshot_20231003-162310_Photos_57489105.jpg,https://www.mubawab.ma/fr/a/7787743/immeuble-de-3-%C3%A9tages-avec-deux-magasin-149m%C2%B2,Maison,"149
						m²",6 Pièces
Appartement a vendre,1 800 000 DH,"Californie à
   					Casablanca",https://www.mubawab-media.com/ad/7/787/737F/m/IMG_20230922_094001_57483165.jpg,https://www.mubawab.ma/fr/a/7787737/appartement-a-vendre,Appartement,"108
						m²",3 Pièces
Grand appartement au coeur de Racine,2 450 000 DH,"Racine Extension à
   					Casablanca",https://www.mubawab-media.com/ad/6/373/312F/m/file_aaf03dfd05721931244467c569b5b71e_49739114.jpg,https://www.mubawab.ma/fr/a/6373312/grand-appartement-au-coeur-de-racine,Appartement,"140
						m²",6 Pièces
Appartement à vendre,540 000 DH,"Hay Moulay Rachid 1 à
   					Casablanca",https://www.mubawab-media.com/ad/7/787/646F/m/IMG-20230925-WA0013_57479348.jpg,https://www.mubawab.ma/fr/a/7787646/appartement-%C3%A0-vendre,Appartement,"67
						m²",2 Pièces
Appartement Quartier des Hôpitaux habitat...,2 100 000 DH,"Les Hôpitaux à
   					Casablanca",https://www.mubawab-media.com/ad/7/673/201F/m/file_52d506f91c5b7c331d55e5bac32b2237_49739398.jpg,https://www.mubawab.ma/fr/a/7673201/appartement-quartier-des-h%C3%B4pitaux-habitation-ou-bureau,Appartement,"168
						m²",6 Pièces
Vente d'un bel appartement à La Gironde...,1 400 000 DH,"La Gironde à
   					Casablanca",https://www.mubawab-media.com/ad/7/787/450F/m/photo_00_57451442.jpg,https://www.mubawab.ma/fr/a/7787450/vente-d-un-bel-appartement-%C3%A0-la-gironde-6-pi%C3%A8ces-bien-meubl%C3%A9,Appartement,"108
						m²",6 Pièces
Vente Superbe Appartement Refait à Neuf d...,3 200 000 DH,"Gauthier à
   					Casablanca",https://www.mubawab-media.com/ad/7/787/377F/m/c9b91-20230913_153848_78003299.jpg,https://www.mubawab.ma/fr/a/7787377/vente-superbe-appartement-refait-%C3%A0-neuf-de-171m2-%C3%A0-bd-anfa-casablanca,Appartement,"171
						m²",3 Chambres
Appartement en vente à Les princesses. 3...,8 000 DH,"Les princesses à
   					Casablanca",https://www.mubawab-media.com/ad/7/787/253F/m/WhatsApp%20Image%202023-08-19%20at%2019.55.24_57412233.jpeg,https://www.mubawab.ma/fr/a/7787253/appartement-en-vente-%C3%A0-les-princesses-3-chambres-antenne-parabolique-r%C3%A9sidence-s%C3%A9curis%C3%A9e-,Appartement,"165
						m²",3 Pièces
Appartement les champs 2,850 000 DH,"Nassim 1 à
   					Casablanca",https://www.mubawab-media.com/ad/7/732/404F/m/IMG-20230708-WA0018_51205510.jpg,https://www.mubawab.ma/fr/a/7732404/appartement-les-champs-2,Appartement,"73
						m²",3 Pièces
Bel appartement à vendre à Al Qods. Super...,1 310 000 DH,"Al Qods à
   					Casablanca",https://www.mubawab-media.com/ad/7/787/229F/m/SALON_57411983.jpg,https://www.mubawab.ma/fr/a/7787229/bel-appartement-%C3%A0-vendre-%C3%A0-al-qods-superficie-120-m%C2%B2-,Appartement,"120
						m²",3 Pièces
Villa à vendre hay haddaouia,5 500 000 DH,"Hay Haddaouia à
   					Casablanca",https://www.mubawab-media.com/ad/7/787/215F/m/20220917_192415_57411881.jpg,https://www.mubawab.ma/fr/a/7787215/villa-%C3%A0-vendre-hay-haddaouia,Villa,"240
						m²",3 Pièces
Apparemment à vendre juste en face de cas...,Prix à consulter,"Hay Hassani à
   					Casablanca",https://www.mubawab-media.com/ad/7/787/151F/m/photo_00_57411249.jpg,https://www.mubawab.ma/fr/a/7787151/apparemment-%C3%A0-vendre-juste-en-face-de-casa-finance-city,Appartement,"112
						m²",4 Pièces
Appartement à vendre 76m2,700 000 DH,"Beauséjour à
   					Casablanca",https://www.mubawab-media.com/ad/7/787/016F/m/IMG_3990_57410391.jpg,https://www.mubawab.ma/fr/a/7787016/appartement-%C3%A0-vendre-76m2,Appartement,"76
						m²",4 Pièces
Appartement très bien ensoleillé et Agenc...,1 600 000 DH,"Maârif Extension à
   					Casablanca",https://www.mubawab-media.com/ad/7/269/840F/m/photoeffets.com_%20%281%29_13181268.jpg,https://www.mubawab.ma/fr/a/7269840/appartement-tr%C3%A8s-bien-ensoleill%C3%A9-et-agenc%C3%A9,Appartement,"124
						m²",3 Pièces
Appartement Belle Vue,1 150 000 DH,"Sidi Maarouf à
   					Casablanca",https://www.mubawab-media.com/ad/7/695/138F/m/2_46863848.jpeg,https://www.mubawab.ma/fr/a/7695138/appartement-belle-vue,Appartement,"127
						m²",3 Pièces
Appartement en vente à Al Madina Aljadida...,530 000 DH,"Al Madina Aljadida à
   					Casablanca",https://www.mubawab-media.com/ad/7/560/259F/m/photo_0_33493813.jpg,https://www.mubawab.ma/fr/a/7560259/appartement-en-vente-%C3%A0-al-madina-aljadida-2-chambres-agr%C3%A9ables,Appartement,"63
						m²",4 Pièces
Appartement à vendre à Ain Sabaa,460 000 DH,"Aïn Sebaâ à
   					Casablanca",https://www.mubawab-media.com/ad/7/786/765F/m/homekllhvnrlke_57377947.jpg,https://www.mubawab.ma/fr/a/7786765/appartement-%C3%A0-vendre-%C3%A0-ain-sabaa,Appartement,"58
						m²",1 Pièce
Bel et grand appartement ensoleillé PRIX...,750 000 DH,"Bernoussi à
   					Casablanca",https://www.mubawab-media.com/ad/7/786/520F/m/D09A7A10-5649-4390-A9AC-ABD802AC7D2D_56352687_57330576.jpeg,https://www.mubawab.ma/fr/a/7786520/bel-et-grand-appartement-ensoleill%C3%A9-prix-n%C3%A9gociabl,Appartement,"86
						m²",2 Pièces
A vendre Maison 4 niveaux,3 650 000 DH,"Oulfa à
   					Casablanca",https://www.mubawab-media.com/ad/7/786/525F/m/1_57330639.jpg,https://www.mubawab.ma/fr/a/7786525/a-vendre-maison-4-niveaux,Maison,"465
						m²",7 Pièces
